"Station Name","MCTAVISH"
"Province","QUEBEC"
"Latitude","45.50"
"Longitude","-73.58"
"Elevation","72.80"
"Climate Identifier","7024745"
"WMO Identifier","71612"
"TC Identifier","WTA"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2015-02-09","2015","02","09","†","-10.9","","-15.7","","-13.3","","31.3","","0.0","","","M","","M","","M","","","4","","32",""
"2015-02-10","2015","02","10","†","-5.7","","-11.5","","-8.6","","26.6","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-11","2015","02","11","†","-10.8","","-16.6","","-13.7","","31.7","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-12","2015","02","12","†","-7.4","","-16.9","","-12.2","","30.2","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-13","2015","02","13","†","-16.9","","-23.4","","-20.2","","38.2","","0.0","","","M","","M","","M","","","19","","43",""
"2015-02-14","2015","02","14","†","-13.5","","-20.2","","-16.9","","34.9","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-15","2015","02","15","†","-14.1","","-21.7","","-17.9","","35.9","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-16","2015","02","16","†","-15.7","","-23.1","","-19.4","","37.4","","0.0","","","M","","M","","M","","","18","","41",""
"2015-02-17","2015","02","17","†","-12.5","","-22.7","","-17.6","","35.6","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-18","2015","02","18","†","-7.2","","-19.7","","-13.5","","31.5","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-19","2015","02","19","†","-7.0","","-18.4","","-12.7","","30.7","","0.0","","","M","","M","","M","","","23","","44",""
"2015-02-20","2015","02","20","†","-14.4","","-19.5","","-17.0","","35.0","","0.0","","","M","","M","","M","","","22","","46",""
"2015-02-21","2015","02","21","†","-7.2","","-15.7","","-11.5","","29.5","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-22","2015","02","22","†","-3.4","","-10.0","","-6.7","","24.7","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-23","2015","02","23","†","-9.9","","-20.6","","-15.3","","33.3","","0.0","","","M","","M","","M","","","17","","39",""
"2015-02-24","2015","02","24","†","-8.7","","-21.6","","-15.2","","33.2","","0.0","","","M","","M","","M","","","21","","32",""
"2015-02-25","2015","02","25","†","-4.6","","-17.4","","-11.0","","29.0","","0.0","","","M","","M","","M","","","18","","37",""
"2015-02-26","2015","02","26","†","-11.7","","-19.4","","-15.6","","33.6","","0.0","","","M","","M","","M","","","","","<31",""
"2015-02-27","2015","02","27","†","-9.2","","-18.4","","-13.8","","31.8","","0.0","","","M","","M","","M","","","18","","33",""
"2015-02-28","2015","02","28","†","-5.4","","-15.0","","-10.2","","28.2","","0.0","","","M","","M","","M","","","19","","41",""
"2015-03-01","2015","03","01","†","-2.6","","-13.2","","-7.9","","25.9","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-02","2015","03","02","†","-2.6","","-11.0","","-6.8","","24.8","","0.0","","","M","","M","","M","","","21","","39",""
"2015-03-03","2015","03","03","†","-3.7","","-14.9","","-9.3","","27.3","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-04","2015","03","04","†","2.4","","-5.1","","-1.4","","19.4","","0.0","","","M","","M","","M","","","17","","48",""
"2015-03-05","2015","03","05","†","-5.0","","-14.9","","-10.0","","28.0","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-06","2015","03","06","†","-6.4","","-17.6","","-12.0","","30.0","","0.0","","","M","","M","","M","","","21","","44",""
"2015-03-07","2015","03","07","†","-1.9","","-9.3","","-5.6","","23.6","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-08","2015","03","08","†","-0.5","","-5.2","","-2.9","","20.9","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-09","2015","03","09","†","2.9","","-3.2","","-0.2","","18.2","","0.0","","","M","","M","","M","","","19","","33",""
"2015-03-10","2015","03","10","†","8.5","","-2.5","","3.0","","15.0","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-11","2015","03","11","†","9.3","","-0.8","","4.3","","13.7","","0.0","","","M","","M","","M","","","21","","39",""
"2015-03-12","2015","03","12","†","-0.5","","-6.3","","-3.4","","21.4","","0.0","","","M","","M","","M","","","25","","35",""
"2015-03-13","2015","03","13","†","-0.7","","-9.1","","-4.9","","22.9","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-14","2015","03","14","†","1.0","","-3.2","","-1.1","","19.1","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-15","2015","03","15","†","0.1","","-4.7","","-2.3","","20.3","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-16","2015","03","16","†","2.7","","-5.9","","-1.6","","19.6","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-17","2015","03","17","†","1.9","","-7.2","","-2.7","","20.7","","0.0","","","M","","M","","M","","","28","","37",""
"2015-03-18","2015","03","18","†","-4.9","","-11.6","","-8.3","","26.3","","0.0","","","M","","M","","M","","","27","","33",""
"2015-03-19","2015","03","19","†","-1.5","","-11.5","","-6.5","","24.5","","0.0","","","M","","M","","M","","","22","","32",""
"2015-03-20","2015","03","20","†","3.6","","-6.4","","-1.4","","19.4","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-21","2015","03","21","†","1.8","","-10.0","","-4.1","","22.1","","0.0","","","M","","M","","M","","","25","","32",""
"2015-03-22","2015","03","22","†","-8.0","","-15.3","","-11.7","","29.7","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-23","2015","03","23","†","-5.9","","-15.9","","-10.9","","28.9","","0.0","","","M","","M","","M","","","22","","32",""
"2015-03-24","2015","03","24","†","0.3","","-10.8","","-5.3","","23.3","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-25","2015","03","25","†","7.8","","-7.9","","-0.1","","18.1","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-26","2015","03","26","†","6.2","","1.4","","3.8","","14.2","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-27","2015","03","27","†","3.2","","-5.3","","-1.1","","19.1","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-28","2015","03","28","†","-0.8","","-9.1","","-5.0","","23.0","","0.0","","","M","","M","","M","","","","","<31",""
"2015-03-29","2015","03","29","†","3.4","","-6.9","","-1.8","","19.8","","0.0","","","M","","M","","M","","","21","","35",""
"2015-03-30","2015","03","30","†","3.9","","-0.5","","1.7","","16.3","","0.0","","","M","","M","","M","","","21","","33",""
"2015-03-31","2015","03","31","†","2.4","","-4.7","","-1.2","","19.2","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-01","2015","04","01","†","2.1","","-5.5","","-1.7","","19.7","","0.0","","","M","","M","","M","","","19","","32",""
"2015-04-02","2015","04","02","†","10.9","","-1.1","","4.9","","13.1","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-03","2015","04","03","†","13.0","","4.5","","8.8","","9.2","","0.0","","","M","","M","6.4","","","","22","","37",""
"2015-04-04","2015","04","04","†","4.5","","-4.8","","-0.2","","18.2","","0.0","","","M","","M","","M","","","3","","32",""
"2015-04-05","2015","04","05","†","1.2","","-3.8","","-1.3","","19.3","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-06","2015","04","06","†","2.9","","-3.7","","-0.4","","18.4","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-07","2015","04","07","†","5.8","","-1.1","","2.4","","15.6","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-08","2015","04","08","†","6.1","","-1.8","","2.2","","15.8","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-09","2015","04","09","†","7.5","","0.5","","4.0","","14.0","","0.0","","","M","","M","","M","","","10","","33",""
"2015-04-10","2015","04","10","†","12.9","","3.1","","8.0","","10.0","","0.0","","","M","","M","","M","","","20","","43",""
"2015-04-11","2015","04","11","†","8.7","","2.3","","5.5","","12.5","","0.0","","","M","","M","","M","","","18","","41",""
"2015-04-12","2015","04","12","†","16.9","","3.2","","10.1","","7.9","","0.0","","","M","","M","","M","","","17","","41",""
"2015-04-13","2015","04","13","†","22.0","","5.4","","13.7","","4.3","","0.0","","","M","","M","5.2","","","","18","","48",""
"2015-04-14","2015","04","14","†","16.9","","6.3","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","19","","37",""
"2015-04-15","2015","04","15","†","14.1","","6.1","","10.1","","7.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-04-16","2015","04","16","†","16.5","","4.6","","10.6","","7.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-04-17","2015","04","17","†","19.4","","8.6","","14.0","","4.0","","0.0","","","M","","M","0.0","","","","20","","39",""
"2015-04-18","2015","04","18","†","9.7","","4.3","","7.0","","11.0","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-19","2015","04","19","†","12.1","","2.2","","7.2","","10.8","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-20","2015","04","20","†","11.0","","5.5","","8.3","","9.7","","0.0","","","M","","M","12.8","","","","10","","33",""
"2015-04-21","2015","04","21","†","12.8","","6.5","","9.7","","8.3","","0.0","","","M","","M","16.2","","","","17","","35",""
"2015-04-22","2015","04","22","†","10.4","","4.6","","7.5","","10.5","","0.0","","","M","","M","2.6","","","","","","<31",""
"2015-04-23","2015","04","23","†","6.2","","1.8","","4.0","","14.0","","0.0","","","M","","M","","M","","","22","","41",""
"2015-04-24","2015","04","24","†","4.1","","0.7","","2.4","","15.6","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-25","2015","04","25","†","11.0","","0.9","","6.0","","12.0","","0.0","","","M","","M","","M","","","","","<31",""
"2015-04-26","2015","04","26","†","12.1","","4.5","","8.3","","9.7","","0.0","","","M","","M","0.2","","","","","","<31",""
"2015-04-27","2015","04","27","†","14.0","","5.6","","9.8","","8.2","","0.0","","","M","","M","1.0","","","","","","<31",""
"2015-04-28","2015","04","28","†","19.5","","7.8","","13.7","","4.3","","0.0","","","M","","M","0.2","","","","","","<31",""
"2015-04-29","2015","04","29","†","16.7","","7.8","","12.3","","5.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-04-30","2015","04","30","†","16.7","","6.4","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-05-01","2015","05","01","†","19.7","","8.1","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-05-02","2015","05","02","†","23.3","","10.9","","17.1","","0.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-05-03","2015","05","03","†","25.1","","13.4","","19.3","","0.0","","1.3","","","M","","M","0.0","","","","","","<31",""
"2015-05-04","2015","05","04","†","28.2","","15.1","","21.7","","0.0","","3.7","","","M","","M","1.8","","","","21","","46",""
"2015-05-05","2015","05","05","†","20.5","","10.5","","15.5","","2.5","","0.0","","","M","","M","0.2","","","","22","","32",""
"2015-05-06","2015","05","06","†","24.7","","10.3","","17.5","","0.5","","0.0","","","M","","M","0.0","","","","19","","41",""
"2015-05-07","2015","05","07","†","27.3","","14.3","","20.8","","0.0","","2.8","","","M","","M","0.0","","","","","","<31",""
"2015-05-08","2015","05","08","†","30.2","","15.7","","23.0","","0.0","","5.0","","","M","","M","0.0","","","","","","<31",""
"2015-05-09","2015","05","09","†","27.7","","18.2","","23.0","","0.0","","5.0","","","M","","M","5.0","","","","","","<31",""
"2015-05-10","2015","05","10","†","25.0","","13.7","","19.4","","0.0","","1.4","","","M","","M","0.8","","","","","","<31",""
"2015-05-11","2015","05","11","†","14.0","","8.0","","11.0","","7.0","","0.0","","","M","","M","20.2","","","","","","<31",""
"2015-05-12","2015","05","12","†","23.2","","8.5","","15.9","","2.1","","0.0","","","M","","M","8.8","","","","18","","46",""
"2015-05-13","2015","05","13","†","17.6","","7.1","","12.4","","5.6","","0.0","","","M","","M","0.2","","","","","","<31",""
"2015-05-14","2015","05","14","†","18.5","","8.4","","13.5","","4.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-05-15","2015","05","15","†","21.7","","10.5","","16.1","","1.9","","0.0","","","M","","M","0.0","","","","24","","33",""
"2015-05-16","2015","05","16","†","21.2","","14.0","","17.6","","0.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-05-17","2015","05","17","†","24.8","","15.8","","20.3","","0.0","","2.3","","","M","","M","0.0","","","","","","<31",""
"2015-05-18","2015","05","18","†","29.0","","12.9","","21.0","","0.0","","3.0","","","M","","M","31.8","","","","","","<31",""
"2015-05-19","2015","05","19","†","27.2","","12.7","","20.0","","0.0","","2.0","","","M","","M","0.0","","","","18","","37",""
"2015-05-20","2015","05","20","†","16.3","","6.9","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","29","","32",""
"2015-05-21","2015","05","21","†","19.8","","9.2","","14.5","","3.5","","0.0","","","M","","M","0.0","","","","20","","35",""
"2015-05-22","2015","05","22","†","13.7","","3.8","","8.8","","9.2","","0.0","","","M","","M","","M","","","","","<31",""
"2015-05-23","2015","05","23","†","16.7","","2.8","","9.8","","8.2","","0.0","","","M","","M","","M","","","19","","39",""
"2015-05-24","2015","05","24","†","25.7","","13.0","","19.4","","0.0","","1.4","","","M","","M","0.0","","","","20","","37",""
"2015-05-25","2015","05","25","†","20.7","","15.7","","18.2","","0.0","","0.2","","","M","","M","25.2","","","","19","","37",""
"2015-05-26","2015","05","26","†","28.9","","16.7","","22.8","","0.0","","4.8","","","M","","M","0.0","","","","21","","37",""
"2015-05-27","2015","05","27","†","28.2","","21.1","","24.7","","0.0","","6.7","","","M","","M","0.0","","","","20","","41",""
"2015-05-28","2015","05","28","†","22.3","","14.4","","18.4","","0.0","","0.4","","","M","","M","8.2","","","","23","","32",""
"2015-05-29","2015","05","29","†","25.5","","12.5","","19.0","","0.0","","1.0","","","M","","M","0.0","","","","","","<31",""
"2015-05-30","2015","05","30","†","30.7","","12.0","","21.4","","0.0","","3.4","","","M","","M","4.6","","","","22","","39",""
"2015-05-31","2015","05","31","†","14.4","","8.3","","11.4","","6.6","","0.0","","","M","","M","1.4","","","","","","<31",""
"2015-06-01","2015","06","01","†","13.8","","8.8","","11.3","","6.7","","0.0","","","M","","M","3.2","","","","8","","32",""
"2015-06-02","2015","06","02","†","13.5","","7.7","","10.6","","7.4","","0.0","","","M","","M","4.0","","","","","","<31",""
"2015-06-03","2015","06","03","†","18.3","","7.0","","12.7","","5.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-06-04","2015","06","04","†","25.3","","9.7","","17.5","","0.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-06-05","2015","06","05","†","24.4","","13.9","","19.2","","0.0","","1.2","","","M","","M","9.8","","","","","","<31",""
"2015-06-06","2015","06","06","†","20.9","","9.8","","15.4","","2.6","","0.0","","","M","","M","0.2","","","","","","<31",""
"2015-06-07","2015","06","07","†","22.2","","11.0","","16.6","","1.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-06-08","2015","06","08","†","22.1","","14.3","","18.2","","0.0","","0.2","","","M","","M","28.8","","","","","","<31",""
"2015-06-09","2015","06","09","†","22.7","","16.1","","19.4","","0.0","","1.4","","","M","","M","12.4","","","","","","<31",""
"2015-06-10","2015","06","10","†","24.7","","16.0","","20.4","","0.0","","2.4","","","M","","M","3.2","","","","","","<31",""
"2015-06-11","2015","06","11","†","23.3","","16.4","","19.9","","0.0","","1.9","","","M","","M","0.2","","","","18","","33",""
"2015-06-12","2015","06","12","†","21.5","","15.3","","18.4","","0.0","","0.4","","","M","","M","10.2","","","","","","<31",""
"2015-06-13","2015","06","13","†","27.2","","14.8","","21.0","","0.0","","3.0","","","M","","M","0.2","","","","","","<31",""
"2015-06-14","2015","06","14","†","24.0","","15.5","","19.8","","0.0","","1.8","","","M","","M","0.0","","","","","","<31",""
"2015-06-15","2015","06","15","†","21.8","","16.7","","19.3","","0.0","","1.3","","","M","","M","0.2","","","","","","<31",""
"2015-06-16","2015","06","16","†","22.8","","15.0","","18.9","","0.0","","0.9","","","M","","M","40.6","","","","","","<31",""
"2015-06-17","2015","06","17","†","22.9","","14.2","","18.6","","0.0","","0.6","","","M","","M","0.2","","","","","","<31",""
"2015-06-18","2015","06","18","†","27.3","","15.5","","21.4","","0.0","","3.4","","","M","","M","4.0","","","","","","<31",""
"2015-06-19","2015","06","19","†","20.9","","11.8","","16.4","","1.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-06-20","2015","06","20","†","25.2","","12.1","","18.7","","0.0","","0.7","","","M","","M","0.0","","","","","","<31",""
"2015-06-21","2015","06","21","†","25.1","","18.8","","22.0","","0.0","","4.0","","","M","","M","2.0","","","","","","<31",""
"2015-06-22","2015","06","22","†","26.9","","17.3","","22.1","","0.0","","4.1","","","M","","M","0.8","","","","","","<31",""
"2015-06-23","2015","06","23","†","27.1","","17.6","","22.4","","0.0","","4.4","","","M","","M","5.0","","","","19","","43",""
"2015-06-24","2015","06","24","†","24.3","","14.1","","19.2","","0.0","","1.2","","","M","","M","0.6","","","","18","","33",""
"2015-06-25","2015","06","25","†","22.9","","14.2","","18.6","","0.0","","0.6","","","M","","M","0.2","","","","","","<31",""
"2015-06-26","2015","06","26","†","25.0","","14.8","","19.9","","0.0","","1.9","","","M","","M","0.0","","","","","","<31",""
"2015-06-27","2015","06","27","†","25.2","","15.0","","20.1","","0.0","","2.1","","","M","","M","0.0","","","","","","<31",""
"2015-06-28","2015","06","28","†","20.0","","12.6","","16.3","","1.7","","0.0","","","M","","M","16.8","","","","8","","32",""
"2015-06-29","2015","06","29","†","20.1","","12.1","","16.1","","1.9","","0.0","","","M","","M","0.8","","","","","","<31",""
"2015-06-30","2015","06","30","†","25.8","","14.9","","20.4","","0.0","","2.4","","","M","","M","5.0","","","","","","<31",""
"2015-07-01","2015","07","01","†","22.1","","15.7","","18.9","","0.0","","0.9","","","M","","M","21.8","","","","22","","35",""
"2015-07-02","2015","07","02","†","23.1","","13.5","","18.3","","0.0","","0.3","","","M","","M","0.0","","","","16","","33",""
"2015-07-03","2015","07","03","†","24.5","","14.2","","19.4","","0.0","","1.4","","","M","","M","0.0","","","","23","","33",""
"2015-07-04","2015","07","04","†","25.4","","15.7","","20.6","","0.0","","2.6","","","M","","M","0.0","","","","","","<31",""
"2015-07-05","2015","07","05","†","27.2","","18.0","","22.6","","0.0","","4.6","","","M","","M","0.0","","","","","","<31",""
"2015-07-06","2015","07","06","†","29.4","","19.4","","24.4","","0.0","","6.4","","","M","","M","0.0","","","","","","<31",""
"2015-07-07","2015","07","07","†","29.2","","20.7","","25.0","","0.0","","7.0","","","M","","M","8.8","","","","20","","37",""
"2015-07-08","2015","07","08","†","24.0","","16.0","","20.0","","0.0","","2.0","","","M","","M","1.2","","","","","","<31",""
"2015-07-09","2015","07","09","†","23.6","","16.3","","20.0","","0.0","","2.0","","","M","","M","0.0","","","","","","<31",""
"2015-07-10","2015","07","10","†","29.1","","17.2","","23.2","","0.0","","5.2","","","M","","M","0.0","","","","","","<31",""
"2015-07-11","2015","07","11","†","28.9","","18.6","","23.8","","0.0","","5.8","","","M","","M","0.0","","","","19","","35",""
"2015-07-12","2015","07","12","†","30.6","","20.7","","25.7","","0.0","","7.7","","","M","","M","0.0","","","","","","<31",""
"2015-07-13","2015","07","13","†","31.0","","21.0","","26.0","","0.0","","8.0","","","M","","M","0.6","","","","","","<31",""
"2015-07-14","2015","07","14","†","28.4","","15.7","","22.1","","0.0","","4.1","","","M","","M","0.0","","","","","","<31",""
"2015-07-15","2015","07","15","†","23.7","","13.4","","18.6","","0.0","","0.6","","","M","","M","0.0","","","","","","<31",""
"2015-07-16","2015","07","16","†","","M","12.9","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
"2015-07-17","2015","07","17","†","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2015-07-18","2015","07","18","†","24.9","","17.9","","21.4","","0.0","","3.4","","","M","","M","12.1","","","","","","<31",""
"2015-07-19","2015","07","19","†","28.3","E","20.2","E","24.3","E","0.0","E","6.3","E","","M","","M","12.9","E","","","","M","","M"
"2015-07-20","2015","07","20","†","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2015-07-21","2015","07","21","†","24.6","","16.5","","20.6","","0.0","","2.6","","","M","","M","10.7","","","","36","","35",""
"2015-07-22","2015","07","22","†","21.9","","15.9","","18.9","","0.0","","0.9","","","M","","M","0.0","","","","","","<31",""
"2015-07-23","2015","07","23","†","24.2","","15.9","","20.1","","0.0","","2.1","","","M","","M","0.2","","","","","","<31",""
"2015-07-24","2015","07","24","†","23.6","","16.1","","19.9","","0.0","","1.9","","","M","","M","0.3","","","","","","<31",""
"2015-07-25","2015","07","25","†","26.1","","14.1","","20.1","","0.0","","2.1","","","M","","M","2.0","","","","","","<31",""
