"Station Name","MCTAVISH"
"Province","QUEBEC"
"Latitude","45.50"
"Longitude","-73.58"
"Elevation","72.80"
"Climate Identifier","7024745"
"WMO Identifier","71612"
"TC Identifier","WTA"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2016-12-13","2016","12","13","†","1.5","","-7.3","","-2.9","","20.9","","0.0","","","M","","M","0.8","","22","","","","<31",""
"2016-12-14","2016","12","14","†","-0.4","","-7.9","","-4.2","","22.2","","0.0","","","M","","M","0.4","","20","","22","","33",""
"2016-12-15","2016","12","15","†","-7.6","","-20.9","","-14.3","","32.3","","0.0","","","M","","M","1.0","","18","","31","","33",""
"2016-12-16","2016","12","16","†","-14.9","","-23.4","","-19.2","","37.2","","0.0","","","M","","M","0.4","","19","","","","<31",""
"2016-12-17","2016","12","17","†","-7.3","","-15.2","","-11.3","","29.3","","0.0","","","M","","M","4.1","","19","","","","<31",""
"2016-12-18","2016","12","18","†","-3.5","","-16.6","","-10.1","","28.1","","0.0","","","M","","M","4.0","","21","","","","<31",""
"2016-12-19","2016","12","19","†","-9.6","","-20.8","","-15.2","","33.2","","0.0","","","M","","M","0.3","","20","","","","<31",""
"2016-12-20","2016","12","20","†","-2.0","","-9.6","","-5.8","","23.8","","0.0","","","M","","M","0.0","","20","","","","<31",""
"2016-12-21","2016","12","21","†","2.5","","-2.2","","0.2","","17.8","","0.0","","","M","","M","0.5","","19","","","","<31",""
"2016-12-22","2016","12","22","†","1.6","E","-0.3","E","0.7","E","17.3","E","0.0","E","","M","","M","2.9","E","18","","","M","","M"
"2016-12-23","2016","12","23","†","","M","","M","","M","","M","","M","","M","","M","","M","19","","","","<31",""
"2016-12-24","2016","12","24","†","3.3","","0.1","","1.7","","16.3","","0.0","","","M","","M","5.3","","17","","","","<31",""
"2016-12-25","2016","12","25","†","3.2","","-10.3","","-3.6","","21.6","","0.0","","","M","","M","0.2","","19","","36","","37",""
"2016-12-26","2016","12","26","†","2.3","","-13.0","","-5.4","","23.4","","0.0","","","M","","M","25.3","","19","","","","<31",""
"2016-12-27","2016","12","27","†","7.3","","-0.1","","3.6","","14.4","","0.0","","","M","","M","0.5","","16","","18","","33",""
"2016-12-28","2016","12","28","†","0.0","","-7.1","","-3.6","","21.6","","0.0","","","M","","M","0.2","","14","","","","<31",""
"2016-12-29","2016","12","29","†","0.5","","-6.8","","-3.2","","21.2","","0.0","","","M","","M","11.9","","14","","8","","39",""
"2016-12-30","2016","12","30","†","-1.6","","-11.3","","-6.5","","24.5","","0.0","","","M","","M","0.0","","32","","23","","32",""
"2016-12-31","2016","12","31","†","-2.2","","-13.9","","-8.1","","26.1","","0.0","","","M","","M","5.6","","31","","","","<31",""
